Site_name,Plot_no,Site_plot_code,Date,Tree_individual_no,Tree_ID,Tree_dbh_cm,Tree_height_m,Tree_N_lianas,Liana_dbh_cm,Tree_notes,Subplot_radius_m
Danum W15,3,F1P3,2017-07-23,67,Shorea pauciflora,105.5,NA,12,4.8,,30
Danum W15,3,F1P3,2017-07-23,67,Shorea pauciflora,105.5,NA,12,2.7,,30
Danum W15,3,F1P3,2017-07-23,67,Shorea pauciflora,105.5,NA,12,3.5,,30
Danum W15,3,F1P3,2017-07-23,67,Shorea pauciflora,105.5,NA,12,2.5,,30
Danum W15,3,F1P3,2017-07-23,72,Shorea fallax,75,NA,2,12.2,,30
Danum W15,3,F1P3,2017-07-23,72,Shorea fallax,75,NA,2,6,,30
Danum W15,3,F1P3,2017-07-23,74,Dysoxylum alliaceum,15.6,NA,5,4.2,,20
Danum W15,3,F1P3,2017-07-23,74,Dysoxylum alliaceum,15.6,NA,5,3.8,,20
Danum W15,3,F1P3,2017-07-23,74,Dysoxylum alliaceum,15.6,NA,5,9,,20
Danum W15,3,F1P3,2017-07-23,74,Dysoxylum alliaceum,15.6,NA,5,6,,20
Danum W15,3,F1P3,2017-07-23,74,Dysoxylum alliaceum,15.6,NA,5,8,,20
Danum W15,3,F1P3,2017-07-23,85,Lithocarpus,60,NA,2,7,,30
Danum W15,3,F1P3,2017-07-23,85,Lithocarpus,60,NA,2,7,,30
Danum W15,3,F1P3,2017-07-23,99,Shorea,115,60,1,10,,30
Danum W15,3,F1P3,2017-07-23,102,Syzygium,44,NA,2,5.8,,30
Danum W15,3,F1P3,2017-07-23,102,Syzygium,44,NA,2,9,,30
Danum W15,3,F1P3,2017-07-23,116,Litsea,16,NA,1,10,,20
Danum W15,3,F1P3,2017-07-23,128,Shorea fallax,55,NA,5,3.5,,30
Danum W15,3,F1P3,2017-07-23,128,Shorea fallax,55,NA,5,7,,30
Danum W15,3,F1P3,2017-07-23,128,Shorea fallax,55,NA,5,5.3,,30
Danum W15,3,F1P3,2017-07-23,128,Shorea fallax,55,NA,5,12.8,,30
Danum W15,3,F1P3,2017-07-23,128,Shorea fallax,55,NA,5,9,,30
Danum W15,3,F1P3,2017-07-23,129,Pternandra,25.5,NA,1,3,,30
Sabahmas 89ha,1,F2P1,2017-07-29,132,Dendrocnide,18.3,NA,1,3.7,,20
Sabahmas 89ha,1,F2P1,2017-07-29,133,Dendrocnide,18.6,NA,3,4.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,133,Dendrocnide,18.6,NA,3,2.3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,133,Dendrocnide,18.6,NA,3,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,2.2,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,4,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,5,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,4,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,3.2,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,2,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,134,Sloanea javanica,14.7,5,7,2.8,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,143,Pterospermum stapfianum,10.3,3,3,2.3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,143,Pterospermum stapfianum,10.3,3,3,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,143,Pterospermum stapfianum,10.3,3,3,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,144,Ficus,13,6,4,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,144,Ficus,13,6,4,4.8,,20
Sabahmas 89ha,1,F2P1,2017-07-29,144,Ficus,13,6,4,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,144,Ficus,13,6,4,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,145,Ficus,10.2,NA,2,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,145,Ficus,10.2,NA,2,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,146,Ficus,16.2,NA,1,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,147,Pterospermum,10.8,NA,3,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,147,Pterospermum,10.8,NA,3,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,147,Pterospermum,10.8,NA,3,4,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,5.6,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,4,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,148,Ficus,24,7,7,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,149,Ficus,14.5,6,5,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,149,Ficus,14.5,6,5,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,149,Ficus,14.5,6,5,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,149,Ficus,14.5,6,5,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,149,Ficus,14.5,6,5,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,150,Ficus,12.2,5,4,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,150,Ficus,12.2,5,4,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,150,Ficus,12.2,5,4,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,150,Ficus,12.2,5,4,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,151,Sloanea javanica,15.2,NA,5,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,151,Sloanea javanica,15.2,NA,5,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,151,Sloanea javanica,15.2,NA,5,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,151,Sloanea javanica,15.2,NA,5,3.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,151,Sloanea javanica,15.2,NA,5,3.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,152,Sloanea javanica,12.7,NA,2,5.1,,20
Sabahmas 89ha,1,F2P1,2017-07-29,152,Sloanea javanica,12.7,NA,2,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,156,Sloanea javanica,17,NA,3,5.6,,20
Sabahmas 89ha,1,F2P1,2017-07-29,156,Sloanea javanica,17,NA,3,3.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,156,Sloanea javanica,17,NA,3,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,157,Ficus,18,7,1,8,,20
Sabahmas 89ha,1,F2P1,2017-07-29,158,Sloanea javanica,14.1,6,3,3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,158,Sloanea javanica,14.1,6,3,3.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,158,Sloanea javanica,14.1,6,3,3.7,,20
Sabahmas 89ha,1,F2P1,2017-07-29,159,Dendrocnide,15.5,NA,1,2,Multiple stems,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,4.7,,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,3.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,4.7,,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,4.3,,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,2.9,,20
Sabahmas 89ha,1,F2P1,2017-07-29,160,Sloanea javanica,18,NA,7,2.4,,20
Sabahmas 89ha,1,F2P1,2017-07-29,161,Sloanea javanica,15.2,NA,1,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,162,Ficus,15.7,NA,1,4.6,,20
Sabahmas 89ha,1,F2P1,2017-07-29,163,Sloanea javanica,14.2,NA,2,2.7,,20
Sabahmas 89ha,1,F2P1,2017-07-29,163,Sloanea javanica,14.2,NA,2,4.7,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,4.6,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,3.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,3.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,3.6,,20
Sabahmas 89ha,1,F2P1,2017-07-29,164,Sloanea javanica,19.2,NA,7,4.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,169,Ficus,17.3,8,2,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,169,Ficus,17.3,8,2,2.8,,20
Sabahmas 89ha,1,F2P1,2017-07-29,170,Sloanea javanica,17,6,3,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,170,Sloanea javanica,17,6,3,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,170,Sloanea javanica,17,6,3,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,171,Sloanea javanica,13.7,NA,4,4.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,171,Sloanea javanica,13.7,NA,4,3.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,171,Sloanea javanica,13.7,NA,4,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,171,Sloanea javanica,13.7,NA,4,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,172,Sloanea javanica,19.2,NA,5,3.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,172,Sloanea javanica,19.2,NA,5,2.5,,20
Sabahmas 89ha,1,F2P1,2017-07-29,172,Sloanea javanica,19.2,NA,5,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,172,Sloanea javanica,19.2,NA,5,2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,172,Sloanea javanica,19.2,NA,5,2.2,,20
Sabahmas 89ha,1,F2P1,2017-07-29,173,Ficus,15.5,NA,1,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,176,Diospyros,20.5,NA,3,2.8,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,176,Diospyros,20.5,NA,3,2,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,176,Diospyros,20.5,NA,3,2.6,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,179,Litsea,12.9,NA,3,2.3,,20
Sabahmas 89ha,2,F2P2,2017-07-29,179,Litsea,12.9,NA,3,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,179,Litsea,12.9,NA,3,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,2.6,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,4.2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,4,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,2.2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,3,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,3.2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,3.1,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,3.6,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,4.4,,30
Sabahmas 89ha,2,F2P2,2017-07-29,180,Ficus,43.3,NA,13,2.8,,30
Sabahmas 89ha,2,F2P2,2017-07-29,181,Sloanea javanica,13.7,NA,4,2.2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,181,Sloanea javanica,13.7,NA,4,2.4,,20
Sabahmas 89ha,2,F2P2,2017-07-29,181,Sloanea javanica,13.7,NA,4,3.3,,20
Sabahmas 89ha,2,F2P2,2017-07-29,181,Sloanea javanica,13.7,NA,4,2.2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,182,Ficus,28.8,NA,6,2.4,,30
Sabahmas 89ha,2,F2P2,2017-07-29,182,Ficus,28.8,NA,6,2.8,,30
Sabahmas 89ha,2,F2P2,2017-07-29,182,Ficus,28.8,NA,6,3.8,,30
Sabahmas 89ha,2,F2P2,2017-07-29,182,Ficus,28.8,NA,6,4,,30
Sabahmas 89ha,2,F2P2,2017-07-29,182,Ficus,28.8,NA,6,2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,182,Ficus,28.8,NA,6,3,,30
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,4.2,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,2.6,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,2,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,2.8,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,2.6,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,2.3,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,190,Pterospermum stapfianum,20,NA,7,3.8,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2.3,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,3.5,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2.5,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,6,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,3,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,3,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2.5,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2.5,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,3,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,5.6,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,191,Pterospermum stapfianum,12.5,NA,13,2.2,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,192,Ficus,18,7,3,5.5,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,192,Ficus,18,7,3,3,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,192,Ficus,18,7,3,3.5,Multiple stems,20
Sabahmas 89ha,2,F2P2,2017-07-29,195,Microcos,16.4,4,4,6,,20
Sabahmas 89ha,2,F2P2,2017-07-29,195,Microcos,16.4,4,4,3,,20
Sabahmas 89ha,2,F2P2,2017-07-29,195,Microcos,16.4,4,4,2.5,,20
Sabahmas 89ha,2,F2P2,2017-07-29,195,Microcos,16.4,4,4,3,,20
Sabahmas 89ha,2,F2P2,2017-07-29,196,Sloanea javanica,15.4,5,5,2.7,,20
Sabahmas 89ha,2,F2P2,2017-07-29,196,Sloanea javanica,15.4,5,5,5.6,,20
Sabahmas 89ha,2,F2P2,2017-07-29,196,Sloanea javanica,15.4,5,5,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,196,Sloanea javanica,15.4,5,5,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,196,Sloanea javanica,15.4,5,5,2.5,,20
Sabahmas 89ha,2,F2P2,2017-07-29,197,Pterospermum stapfianum,23,8,1,3.5,,20
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,3,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,2.5,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,2.2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,2.3,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,3.5,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,2,,30
Sabahmas 89ha,2,F2P2,2017-07-29,198,Ficus,26.7,8,8,4,,30
Sabahmas 89ha,2,F2P2,2017-07-29,201,Dendrocnide,14.7,NA,6,3.5,,20
Sabahmas 89ha,2,F2P2,2017-07-29,201,Dendrocnide,14.7,NA,6,5.5,,20
Sabahmas 89ha,2,F2P2,2017-07-29,201,Dendrocnide,14.7,NA,6,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,201,Dendrocnide,14.7,NA,6,4.1,,20
Sabahmas 89ha,2,F2P2,2017-07-29,201,Dendrocnide,14.7,NA,6,3,,20
Sabahmas 89ha,2,F2P2,2017-07-29,201,Dendrocnide,14.7,NA,6,3,,20
Sabahmas 89ha,2,F2P2,2017-07-29,203,Pterospermum,18,7,3,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,203,Pterospermum,18,7,3,2,,20
Sabahmas 89ha,2,F2P2,2017-07-29,203,Pterospermum,18,7,3,2.2,,20
Sabahmas 89ha,3,F2P3,2017-07-31,213,Polyalthia,10.5,NA,1,6,,20
Sabahmas 89ha,3,F2P3,2017-07-31,221,Hydnocarpus anomala,21.8,NA,1,3.5,,20
Sabahmas 89ha,3,F2P3,2017-07-31,222,Ficus+Diospyros,71,NA,3,7.5,Ficus completely surrounding Diospyros - dbh of both (see pic),30
Sabahmas 89ha,3,F2P3,2017-07-31,222,Ficus+Diospyros,71,NA,3,2.4,,30
Sabahmas 89ha,3,F2P3,2017-07-31,222,Ficus+Diospyros,71,NA,3,4,,30
Sabahmas 89ha,3,F2P3,2017-07-31,224,Microcos,31.6,NA,1,2.7,,30
Sabahmas 89ha,3,F2P3,2017-07-31,225,Pterospermum,46,33,2,2.5,,30
Sabahmas 89ha,3,F2P3,2017-07-31,225,Pterospermum,46,33,2,5,,30
Sabahmas 89ha,3,F2P3,2017-07-31,227,Diospyros,40.8,17,4,4,,30
Sabahmas 89ha,3,F2P3,2017-07-31,227,Diospyros,40.8,17,4,11,,30
Sabahmas 89ha,3,F2P3,2017-07-31,227,Diospyros,40.8,17,4,3,,30
Sabahmas 89ha,3,F2P3,2017-07-31,227,Diospyros,40.8,17,4,3,,30
Sabahmas 89ha,3,F2P3,2017-07-31,230,Barringtonia lanceolata,49,NA,6,8.9,,30
Sabahmas 89ha,3,F2P3,2017-07-31,230,Barringtonia lanceolata,49,NA,6,8.4,,30
Sabahmas 89ha,3,F2P3,2017-07-31,230,Barringtonia lanceolata,49,NA,6,10.5,,30
Sabahmas 89ha,3,F2P3,2017-07-31,230,Barringtonia lanceolata,49,NA,6,2.5,,30
Sabahmas 89ha,3,F2P3,2017-07-31,230,Barringtonia lanceolata,49,NA,6,11.7,,30
Sabahmas 89ha,3,F2P3,2017-07-31,230,Barringtonia lanceolata,49,NA,6,2.1,,30
Sabahmas 89ha,3,F2P3,2017-07-31,233,Diospyros,33.1,16,4,4.7,,30
Sabahmas 89ha,3,F2P3,2017-07-31,233,Diospyros,33.1,16,4,3.8,,30
Sabahmas 89ha,3,F2P3,2017-07-31,233,Diospyros,33.1,16,4,6.3,,30
Sabahmas 89ha,3,F2P3,2017-07-31,233,Diospyros,33.1,16,4,3,,30
Sabahmas 89ha,3,F2P3,2017-07-31,236,Diospyros,28,NA,2,6.2,,30
Sabahmas 89ha,3,F2P3,2017-07-31,236,Diospyros,28,NA,2,2.8,,30
Sabahmas 89ha,3,F2P3,2017-07-31,238,Ficus,25,NA,1,2.5,,30
Sabahmas 89ha,3,F2P3,2017-07-31,239,Lithocarpus,60,15,1,9.2,,30
Sabahmas 89ha,3,F2P3,2017-07-31,240,Ficus,75,NA,11,11,,30
Sabahmas 89ha,3,F2P3,2017-07-31,240,Ficus,75,NA,11,4,,30
Sabahmas 89ha,3,F2P3,2017-07-31,240,Ficus,75,NA,11,4,,30
